SR_NO,FILE_NAME,LABEL
1,4778.2002-01-02.kitchen.ham.txt,1
2,3460.2001-10-26.kitchen.ham.txt,1
3,2504.2001-09-14.kitchen.ham.txt,1
4,3812.2001-11-07.kitchen.ham.txt,1
5,2780.2001-09-27.kitchen.ham.txt,1
6,2145.2001-08-28.kitchen.ham.txt,1
7,1900.2001-08-06.kitchen.ham.txt,1
8,0775.2001-04-26.kitchen.ham.txt,1
9,4072.2001-11-16.kitchen.ham.txt,1
10,3982.2001-11-13.kitchen.ham.txt,1
11,4719.2001-12-27.kitchen.ham.txt,1
12,1759.2001-07-25.kitchen.ham.txt,1
13,0211.2001-03-16.kitchen.ham.txt,1
14,1447.2001-07-04.kitchen.ham.txt,1
15,1699.2001-07-20.kitchen.ham.txt,1
16,4336.2001-11-29.kitchen.ham.txt,1
17,4415.2001-12-04.kitchen.ham.txt,1
18,1370.2001-06-29.kitchen.ham.txt,1
19,4101.2001-11-19.kitchen.ham.txt,1
20,4426.2001-12-04.kitchen.ham.txt,1
21,3690.2001-11-02.kitchen.ham.txt,1
22,1859.2001-08-01.kitchen.ham.txt,1
23,1658.2001-07-19.kitchen.ham.txt,1
24,2700.2001-09-24.kitchen.ham.txt,1
25,3474.2001-10-26.kitchen.ham.txt,1
26,5082.2002-01-12.kitchen.ham.txt,1
27,5387.2002-02-01.kitchen.ham.txt,1
28,1537.2001-07-11.kitchen.ham.txt,1
29,4281.2001-11-27.kitchen.ham.txt,1
30,2742.2001-09-26.kitchen.ham.txt,1
31,3409.2001-10-25.kitchen.ham.txt,1
32,1177.2001-06-12.kitchen.ham.txt,1
33,1283.2001-06-21.kitchen.ham.txt,1
34,2680.2001-09-23.kitchen.ham.txt,1
35,3055.2001-10-12.kitchen.ham.txt,1
36,2177.2001-08-29.kitchen.ham.txt,1
37,1421.2001-07-02.kitchen.ham.txt,1
38,5316.2002-01-29.kitchen.ham.txt,1
39,2073.2001-08-21.kitchen.ham.txt,1
40,2922.2001-10-03.kitchen.ham.txt,1
41,1756.2001-07-25.kitchen.ham.txt,1
42,4624.2001-12-19.kitchen.ham.txt,1
43,0942.2001-05-07.kitchen.ham.txt,1
44,1946.2001-08-09.kitchen.ham.txt,1
45,2545.2001-09-17.kitchen.ham.txt,1
46,1665.2001-07-19.kitchen.ham.txt,1
47,4973.2002-01-08.kitchen.ham.txt,1
48,2885.2001-10-02.kitchen.ham.txt,1
49,2702.2001-09-24.kitchen.ham.txt,1
50,5294.2002-01-28.kitchen.ham.txt,1
51,2847.2001-10-01.kitchen.ham.txt,1
52,2737.2001-09-26.kitchen.ham.txt,1
53,0449.2001-04-02.kitchen.ham.txt,1
54,1728.2001-07-23.kitchen.ham.txt,1
55,2627.2001-09-20.kitchen.ham.txt,1
56,4210.2001-11-25.kitchen.ham.txt,1
57,4935.2002-01-07.kitchen.ham.txt,1
58,4247.2001-11-26.kitchen.ham.txt,1
59,1084.2001-05-25.kitchen.ham.txt,1
60,4003.2001-11-14.kitchen.ham.txt,1
61,2987.2001-10-08.kitchen.ham.txt,1
62,1109.2001-05-31.kitchen.ham.txt,1
63,4134.2001-11-20.kitchen.ham.txt,1
64,3195.2001-10-18.kitchen.ham.txt,1
65,0067.2001-02-26.kitchen.ham.txt,1
66,4042.2001-11-16.kitchen.ham.txt,1
67,5324.2002-01-29.kitchen.ham.txt,1
68,3675.2001-11-02.kitchen.ham.txt,1
69,5259.2002-01-25.kitchen.ham.txt,1
70,3177.2001-10-17.kitchen.ham.txt,1
71,4702.2001-12-26.kitchen.ham.txt,1
72,3635.2001-11-01.kitchen.ham.txt,1
73,4892.2002-01-05.kitchen.ham.txt,1
74,4046.2001-11-16.kitchen.ham.txt,1
